N,P,K,temperature,humidity,ph,rainfall,label
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
77,52,41,23.89069041,83.46409075,6.097294061,167.72306319999996,jute
116,40,33,24.91370487,54.15319242,7.042089492000001,129.5481144,coffee
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana
29,76,15,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,blackgram
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice
31,121,201,23.15791104,90.34396882,5.731535257999999,110.712841,apple
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice
6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee
101,20,48,24.6774157,82.75411437,6.206247493999999,57.05709413,watermelon
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil
111,15,54,27.7058373,92.91185695,6.194090172,22.06207161,muskmelon
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
14,67,22,23.82576704,24.75485098,5.624690247999999,84.64143632,kidneybeans
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,lentil
84,37,42,25.49674786,81.13449097,6.691074249,169.92882340000003,jute
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram
93,26,27,24.59245684,56.46829641,7.288211994,137.70440469999997,coffee
67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice
1,6,35,27.02269204,95.71935435,6.231662767,147.16824590000004,coconut
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute
20,68,17,30.11873003,60.11680815,6.578714842999999,71.72980375,blackgram
22,9,44,24.72235539,88.87651295,5.744361602000001,112.1926517,pomegranate
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,coffee
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
16,14,30,29.70931288,96.30484325,6.37466756,209.84539930000005,coconut
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,chickpea
102,71,48,28.65456263,79.28693687,5.695267822000001,102.4633775,banana
34,68,51,27.34734861,94.17756725,6.687088097999999,40.35153141,papaya
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil
14,22,9,17.24944623,91.13772765,6.543191814,112.50905159999998,orange
